5SB1_Vina_Name,5SB1_Vina_Score,6FEX_KarmaDock_Name,6FEX_KarmaDock_Score,6FEW_ledock_Name,6FEW_ledock_Score,5SB1_AutodockGPU_Name,5SB1_AutodockGPU_Score,6FEW_KarmaDock_Name,6FEW_KarmaDock_Score,6FEW_AutodockGPU_Name,6FEW_AutodockGPU_Score,5SB2_AutodockGPU_Name,5SB2_AutodockGPU_Score,6FEW_Vina_Name,6FEW_Vina_Score,6FEX_ledock_Name,6FEX_ledock_Score,5SB2_KarmaDock_Name,5SB2_KarmaDock_Score,5SB2_Vina_Name,5SB2_Vina_Score,6FEX_AutodockGPU_Name,6FEX_AutodockGPU_Score,5SB2_ledock_Name,5SB2_ledock_Score,6FEX_Vina_Name,6FEX_Vina_Score,5SB1_KarmaDock_Name,5SB1_KarmaDock_Score,5SB1_ledock_Name,5SB1_ledock_Score
decoy_1767,-9.307,decoy_1370,-60.32881927490234,decoy_538.dok,-8.18,decoy_1445,-11.09,decoy_1370,-59.76853561401367,decoy_2140,-10.71,decoy_687,-10.37,decoy_787,-9.659,decoy_476.dok,-8.02,decoy_1370,-58.81032180786133,decoy_250,-8.783,decoy_1395,-10.62,decoy_1585.dok,-7.38,decoy_2426,-9.704,decoy_1370,-61.833473205566406,decoy_1941.dok,-8.46
decoy_751,-9.307,decoy_1348,-48.129764556884766,decoy_738.dok,-8.18,decoy_233,-11.09,decoy_1348,-53.56669998168945,decoy_1009,-10.71,decoy_2248,-10.36,decoy_1210,-9.659,decoy_55.dok,-8.02,decoy_1348,-54.29854202270508,decoy_1439,-8.783,decoy_2499,-10.62,decoy_1419.dok,-7.38,decoy_1356,-9.703,decoy_1348,-48.98599243164063,decoy_1939.dok,-8.46
decoy_1667,-9.306,decoy_1808,-54.58465194702149,decoy_2311.dok,-8.18,decoy_1585,-11.09,decoy_1808,-46.87172317504883,decoy_2214,-10.71,decoy_1290,-10.36,decoy_2088,-9.659,decoy_571.dok,-8.02,decoy_1808,-58.49811172485352,decoy_1260,-8.782,decoy_177,-10.62,decoy_170.dok,-7.38,decoy_1721,-9.702,decoy_1808,-47.11256790161133,decoy_897.dok,-8.46
decoy_2326,-9.303,decoy_1299,-63.737449645996094,decoy_1116.dok,-8.17,decoy_458,-11.08,decoy_1299,-66.0262680053711,decoy_737,-10.71,decoy_997,-10.36,decoy_1062,-9.659,decoy_2105.dok,-8.02,decoy_1299,-65.63042449951172,decoy_958,-8.782,decoy_2247,-10.62,decoy_1392.dok,-7.38,decoy_1423,-9.697,decoy_1299,-61.96074676513672,decoy_2054.dok,-8.45
decoy_406,-9.302,decoy_1932,-60.42489242553711,decoy_576.dok,-8.17,decoy_508,-11.08,decoy_1932,-58.83048629760742,decoy_1523,-10.71,decoy_2291,-10.36,decoy_1352,-9.659,decoy_1559.dok,-8.02,decoy_1932,-55.50093078613281,decoy_821,-8.782,decoy_1735,-10.62,decoy_1130.dok,-7.38,decoy_680,-9.696,decoy_1932,-65.13032531738281,decoy_609.dok,-8.45
decoy_2265,-9.302,decoy_2311,-65.48650360107422,decoy_730.dok,-8.17,decoy_1478,-11.08,decoy_2311,-59.32783889770508,decoy_2055,-10.71,decoy_58,-10.36,decoy_1750,-9.657,decoy_441.dok,-8.02,decoy_2311,-73.20157623291016,decoy_652,-8.781,decoy_592,-10.61,decoy_63.dok,-7.38,decoy_2153,-9.695,decoy_2311,-66.62576293945312,decoy_1041.dok,-8.45
decoy_544,-9.302,decoy_2238,-42.24747085571289,decoy_642.dok,-8.17,decoy_1090,-11.08,decoy_2238,-45.16022109985352,decoy_2330,-10.71,decoy_1585,-10.36,decoy_1031,-9.657,decoy_2135.dok,-8.02,decoy_2238,-43.33557891845703,decoy_2115,-8.78,decoy_696,-10.61,decoy_33.dok,-7.38,decoy_154,-9.691,decoy_2238,-46.18720245361328,decoy_713.dok,-8.45
decoy_857,-9.302,decoy_748,-47.81379318237305,decoy_652.dok,-8.17,decoy_1829,-11.08,decoy_748,-46.24441909790039,decoy_718,-10.7,decoy_554,-10.35,decoy_2128,-9.656,decoy_1156.dok,-8.02,decoy_748,-52.29023361206055,decoy_496,-8.78,decoy_1319,-10.61,decoy_1716.dok,-7.38,decoy_565,-9.69,decoy_748,-49.86271667480469,decoy_1135.dok,-8.45
decoy_1521,-9.3,decoy_538,-42.42012405395508,decoy_237.dok,-8.17,decoy_1400,-11.08,decoy_538,-45.35661315917969,decoy_2207,-10.7,decoy_2085,-10.35,decoy_705,-9.651,decoy_1042.dok,-8.02,decoy_538,-48.74853515625,decoy_1341,-8.777,decoy_1358,-10.61,decoy_1331.dok,-7.37,decoy_2013,-9.688,decoy_538,-44.01457595825195,decoy_766.dok,-8.45
decoy_337,-9.299,decoy_656,-53.54911804199219,decoy_508.dok,-8.17,decoy_1250,-11.08,decoy_656,-58.02020263671875,decoy_928,-10.7,decoy_596,-10.35,decoy_27,-9.651,decoy_1940.dok,-8.01,decoy_656,-53.54767227172852,decoy_1092,-8.777,decoy_1739,-10.61,decoy_260.dok,-7.37,decoy_20,-9.687,decoy_656,-51.06983947753906,decoy_773.dok,-8.44
decoy_139,-9.299,decoy_750,-71.20185852050781,decoy_1146.dok,-8.17,decoy_431,-11.08,decoy_750,-67.90354919433594,decoy_1925,-10.7,decoy_2276,-10.35,decoy_1200,-9.651,decoy_1302.dok,-8.01,decoy_750,-68.25761413574219,decoy_2300,-8.777,decoy_565,-10.61,decoy_1015.dok,-7.37,decoy_360,-9.684,decoy_750,-69.67058563232422,decoy_1025.dok,-8.44
decoy_995,-9.296,decoy_266,-64.77995300292969,decoy_1743.dok,-8.16,decoy_2209,-11.08,decoy_266,-64.5727767944336,decoy_1900,-10.7,decoy_1469,-10.35,decoy_1712,-9.649,decoy_1484.dok,-8.01,decoy_266,-56.05213928222656,decoy_1981,-8.776,decoy_680,-10.61,decoy_911.dok,-7.37,decoy_1971,-9.683,decoy_266,-60.280521392822266,decoy_566.dok,-8.44
decoy_820,-9.295,decoy_1551,-61.32343673706055,decoy_1845.dok,-8.16,decoy_705,-11.07,decoy_1551,-56.90740966796875,decoy_1050,-10.69,decoy_928,-10.35,decoy_544,-9.649,decoy_1884.dok,-8.01,decoy_1551,-57.02481842041016,decoy_1618,-8.772,decoy_1377,-10.61,decoy_1268.dok,-7.37,decoy_2063,-9.683,decoy_1551,-57.33242034912109,decoy_526.dok,-8.44
decoy_778,-9.295,decoy_99,-59.66236877441406,decoy_1849.dok,-8.16,decoy_1476,-11.07,decoy_99,-48.01868438720703,decoy_2189,-10.69,decoy_1426,-10.35,decoy_364,-9.647,decoy_1702.dok,-8.01,decoy_99,-44.07905960083008,decoy_247,-8.772,decoy_1473,-10.6,decoy_1076.dok,-7.37,decoy_229,-9.683,decoy_99,-54.62922286987305,decoy_1181.dok,-8.44
decoy_603,-9.295,decoy_1954,-56.02287673950195,decoy_770.dok,-8.16,decoy_2445,-11.07,decoy_1954,-60.738861083984375,decoy_945,-10.69,decoy_729,-10.35,decoy_45,-9.646,decoy_406.dok,-8.01,decoy_1954,-62.68556213378906,decoy_1968,-8.769,decoy_745,-10.6,decoy_1185.dok,-7.37,decoy_998,-9.683,decoy_1954,-57.5206413269043,decoy_983.dok,-8.44
decoy_1373,-9.294,decoy_2466,-63.20466995239258,decoy_1472.dok,-8.16,decoy_593,-11.07,decoy_2466,-63.47810745239258,decoy_2220,-10.69,decoy_2464,-10.35,decoy_2305,-9.646,decoy_2171.dok,-8.01,decoy_2466,-67.9366226196289,decoy_2123,-8.768,decoy_2006,-10.6,decoy_856.dok,-7.37,decoy_1324,-9.682,decoy_2466,-58.80020523071289,decoy_247.dok,-8.44
decoy_702,-9.294,decoy_134,-42.51362991333008,decoy_1761.dok,-8.16,decoy_1712,-11.07,decoy_134,-29.15185546875,decoy_1838,-10.69,decoy_1864,-10.35,decoy_1817,-9.645,decoy_1132.dok,-8.01,decoy_134,-43.08234024047852,decoy_45,-8.767,decoy_655,-10.6,decoy_1004.dok,-7.37,decoy_532,-9.681,decoy_134,-36.493690490722656,decoy_1425.dok,-8.44
decoy_1537,-9.294,decoy_162,-41.37049102783203,decoy_522.dok,-8.16,decoy_353,-11.07,decoy_162,-32.901710510253906,decoy_913,-10.69,decoy_1964,-10.34,decoy_1450,-9.644,decoy_2160.dok,-8.0,decoy_162,-39.52038192749024,decoy_1684,-8.766,decoy_659,-10.6,decoy_253.dok,-7.36,decoy_1843,-9.68,decoy_162,-37.03743362426758,decoy_2402.dok,-8.44
decoy_1213,-9.293,decoy_356,-54.98548889160156,decoy_1842.dok,-8.16,decoy_504,-11.07,decoy_356,-49.01262664794922,decoy_2215,-10.69,decoy_1075,-10.34,decoy_715,-9.644,decoy_884.dok,-8.0,decoy_356,-53.93128967285156,decoy_1996,-8.766,decoy_722,-10.6,decoy_580.dok,-7.36,decoy_2404,-9.675,decoy_356,-54.51545715332031,decoy_1313.dok,-8.44
decoy_1808,-9.293,decoy_704,-62.54612350463867,decoy_1296.dok,-8.16,decoy_725,-11.07,decoy_704,-56.53865432739258,decoy_664,-10.69,decoy_1035,-10.34,decoy_1070,-9.64,decoy_1438.dok,-8.0,decoy_704,-55.87279510498047,decoy_1329,-8.765,decoy_209,-10.6,decoy_271.dok,-7.36,decoy_956,-9.673,decoy_704,-57.51985931396485,decoy_1067.dok,-8.44
decoy_1799,-9.291,decoy_2138,-42.60171890258789,decoy_1054.dok,-8.15,decoy_1617,-11.07,decoy_2138,-45.90925979614258,decoy_1042,-10.69,decoy_2106,-10.34,decoy_1923,-9.639,decoy_1043.dok,-7.99,decoy_2138,-40.6813850402832,decoy_371,-8.764,decoy_2167,-10.59,decoy_457.dok,-7.36,decoy_2055,-9.672,decoy_2138,-42.834693908691406,decoy_1179.dok,-8.44
decoy_1506,-9.29,decoy_2106,-48.94504928588867,decoy_43.dok,-8.15,decoy_35,-11.07,decoy_2106,-46.585391998291016,decoy_1911,-10.69,decoy_846,-10.34,decoy_337,-9.639,decoy_2139.dok,-7.99,decoy_2106,-51.16314697265625,decoy_64,-8.76,decoy_552,-10.59,decoy_1055.dok,-7.36,decoy_994,-9.67,decoy_2106,-48.03023910522461,decoy_62.dok,-8.44
decoy_341,-9.29,decoy_1106,-67.80181884765625,decoy_100.dok,-8.15,decoy_901,-11.07,decoy_1106,-61.46186065673828,decoy_2321,-10.68,decoy_1861,-10.34,decoy_2168,-9.639,decoy_1419.dok,-7.99,decoy_1106,-71.11506652832031,decoy_1899,-8.759,decoy_1331,-10.59,decoy_1087.dok,-7.36,decoy_2500,-9.669,decoy_1106,-59.80345153808594,decoy_1204.dok,-8.44
decoy_534,-9.289,decoy_1942,-71.99695587158203,decoy_426.dok,-8.15,decoy_610,-11.06,decoy_1942,-67.22891235351562,decoy_817,-10.68,decoy_1114,-10.33,decoy_363,-9.637,decoy_1170.dok,-7.99,decoy_1942,-70.73455047607422,decoy_1609,-8.758,decoy_2464,-10.59,decoy_1440.dok,-7.36,decoy_2110,-9.668,decoy_1942,-65.70221710205078,decoy_1815.dok,-8.44
decoy_1164,-9.289,decoy_2039,-82.8067855834961,decoy_1358.dok,-8.15,decoy_1781,-11.06,decoy_2039,-73.36442565917969,decoy_1395,-10.68,decoy_1049,-10.33,decoy_2063,-9.636,decoy_917.dok,-7.99,decoy_2039,-83.1184310913086,decoy_1636,-8.758,decoy_1587,-10.59,decoy_1316.dok,-7.36,decoy_751,-9.667,decoy_2039,-87.06432342529297,decoy_376.dok,-8.43
decoy_2249,-9.289,decoy_620,-42.68056106567383,decoy_1741.dok,-8.15,decoy_2179,-11.06,decoy_620,-42.46323776245117,decoy_2463,-10.68,decoy_1739,-10.33,decoy_1635,-9.636,decoy_459.dok,-7.99,decoy_620,-50.68247985839844,decoy_1066,-8.757,decoy_2059,-10.58,decoy_1967.dok,-7.36,decoy_1175,-9.666,decoy_620,-43.25872039794922,decoy_1309.dok,-8.43
decoy_2171,-9.288,decoy_928,-56.70866012573242,decoy_1422.dok,-8.15,decoy_1209,-11.06,decoy_928,-57.17150115966797,decoy_529,-10.68,decoy_618,-10.33,decoy_902,-9.635,decoy_837.dok,-7.99,decoy_928,-58.31167984008789,decoy_95,-8.757,decoy_922,-10.58,decoy_805.dok,-7.36,decoy_1116,-9.666,decoy_928,-53.5863151550293,decoy_1600.dok,-8.43
decoy_1678,-9.287,decoy_2166,-44.5072135925293,decoy_1176.dok,-8.14,decoy_749,-11.06,decoy_2166,-47.34829330444336,decoy_1354,-10.68,decoy_1271,-10.32,decoy_2140,-9.633,decoy_1125.dok,-7.99,decoy_2166,-50.3430290222168,decoy_189,-8.756,decoy_1553,-10.58,decoy_1422.dok,-7.36,decoy_724,-9.665,decoy_2166,-47.97907257080078,decoy_847.dok,-8.43
decoy_2172,-9.287,decoy_1183,-56.77876663208008,decoy_602.dok,-8.14,decoy_471,-11.06,decoy_1183,-58.483619689941406,decoy_2185,-10.68,decoy_33,-10.32,decoy_615,-9.631,decoy_1378.dok,-7.99,decoy_1183,-60.2596321105957,decoy_1109,-8.756,decoy_50,-10.58,decoy_2430.dok,-7.36,decoy_1615,-9.665,decoy_1183,-57.867286682128906,decoy_78.dok,-8.43
decoy_1594,-9.287,decoy_1234,-58.60157775878906,decoy_1184.dok,-8.14,decoy_571,-11.06,decoy_1234,-60.34070587158203,decoy_1908,-10.68,decoy_1825,-10.32,decoy_740,-9.631,decoy_858.dok,-7.99,decoy_1234,-64.84654235839844,decoy_744,-8.755,decoy_1175,-10.58,decoy_1943.dok,-7.36,decoy_1614,-9.662,decoy_1234,-58.75511932373047,decoy_859.dok,-8.43
decoy_1388,-9.285,decoy_1494,-52.23332214355469,decoy_1148.dok,-8.14,decoy_1485,-11.06,decoy_1494,-52.30199813842773,decoy_886,-10.67,decoy_1273,-10.32,decoy_1436,-9.631,decoy_265.dok,-7.99,decoy_1494,-56.62029647827149,decoy_1923,-8.752,decoy_1139,-10.58,decoy_1638.dok,-7.35,decoy_1751,-9.662,decoy_1494,-52.59817886352539,decoy_1334.dok,-8.42
decoy_2119,-9.285,decoy_2180,-43.33987045288086,decoy_595.dok,-8.14,decoy_1587,-11.06,decoy_2180,-38.57309341430664,decoy_2195,-10.66,decoy_1459,-10.32,decoy_1278,-9.63,decoy_1964.dok,-7.99,decoy_2180,-44.71942901611328,decoy_1829,-8.752,decoy_3,-10.58,decoy_278.dok,-7.35,decoy_264,-9.661,decoy_2180,-44.25764083862305,decoy_1851.dok,-8.42
decoy_980,-9.285,decoy_996,-59.49015045166016,decoy_387.dok,-8.14,decoy_1348,-11.05,decoy_996,-64.60525512695312,decoy_503,-10.66,decoy_5,-10.32,decoy_1946,-9.63,decoy_810.dok,-7.98,decoy_996,-66.85682678222656,decoy_1596,-8.751,decoy_1499,-10.58,decoy_181.dok,-7.35,decoy_1496,-9.661,decoy_996,-56.66962814331055,decoy_801.dok,-8.42
decoy_659,-9.284,decoy_921,-75.71644592285156,decoy_651.dok,-8.14,decoy_1825,-11.05,decoy_921,-68.6362075805664,decoy_2087,-10.66,decoy_1362,-10.32,decoy_1693,-9.628,decoy_2189.dok,-7.98,decoy_921,-68.81060791015625,decoy_1938,-8.751,decoy_1417,-10.57,decoy_1066.dok,-7.35,decoy_661,-9.66,decoy_921,-76.8997573852539,decoy_909.dok,-8.42
decoy_896,-9.284,decoy_516,-66.11168670654297,decoy_1960.dok,-8.14,decoy_804,-11.05,decoy_516,-58.10444259643555,decoy_526,-10.66,decoy_995,-10.32,decoy_1852,-9.626,decoy_1310.dok,-7.98,decoy_516,-66.2305679321289,decoy_1801,-8.75,decoy_652,-10.57,decoy_2464.dok,-7.35,decoy_467,-9.659,decoy_516,-57.50396347045898,decoy_1430.dok,-8.42
decoy_166,-9.283,decoy_329,-81.32921600341797,decoy_1594.dok,-8.14,decoy_2435,-11.05,decoy_329,-70.10738372802734,decoy_532,-10.66,decoy_2056,-10.31,decoy_1630,-9.625,decoy_2346.dok,-7.98,decoy_329,-76.7646255493164,decoy_1297,-8.75,decoy_16,-10.57,decoy_703.dok,-7.35,decoy_864,-9.659,decoy_329,-78.61627197265625,decoy_2171.dok,-8.42
decoy_1598,-9.283,decoy_2041,-86.1397705078125,decoy_2282.dok,-8.14,decoy_589,-11.05,decoy_2041,-85.79955291748047,decoy_2123,-10.66,decoy_1830,-10.31,decoy_472,-9.623,decoy_652.dok,-7.98,decoy_2041,-79.37260437011719,decoy_687,-8.75,decoy_736,-10.57,decoy_1410.dok,-7.35,decoy_1746,-9.658,decoy_2041,-81.11470031738281,decoy_508.dok,-8.42
decoy_1881,-9.283,decoy_2021,-103.35784912109376,decoy_1543.dok,-8.14,decoy_789,-11.05,decoy_2021,-78.92254638671875,decoy_1067,-10.66,decoy_2236,-10.31,decoy_924,-9.622,decoy_1540.dok,-7.97,decoy_2021,-88.09555053710938,decoy_529,-8.748,decoy_1888,-10.57,decoy_781.dok,-7.35,decoy_1431,-9.657,decoy_2021,-102.99539184570312,decoy_53.dok,-8.42
decoy_464,-9.282,decoy_1450,-56.96004867553711,decoy_1582.dok,-8.14,decoy_31,-11.05,decoy_1450,-54.02034378051758,decoy_1779,-10.65,decoy_1383,-10.31,decoy_49,-9.622,decoy_1134.dok,-7.97,decoy_1450,-56.0101432800293,decoy_1828,-8.748,decoy_2222,-10.57,decoy_256.dok,-7.35,decoy_1556,-9.655,decoy_1450,-57.73159408569336,decoy_1402.dok,-8.41
decoy_981,-9.281,decoy_101,-35.2333984375,decoy_545.dok,-8.14,decoy_981,-11.05,decoy_101,-34.33995056152344,decoy_1148,-10.65,decoy_705,-10.3,decoy_134,-9.621,decoy_610.dok,-7.97,decoy_101,-45.04265975952149,decoy_2264,-8.746,decoy_1066,-10.57,decoy_1573.dok,-7.35,decoy_1480,-9.655,decoy_101,-38.64681625366211,decoy_912.dok,-8.41
decoy_27,-9.279,decoy_1154,-66.73258209228516,decoy_1826.dok,-8.13,decoy_1984,-11.05,decoy_1154,-59.99112701416016,decoy_722,-10.65,decoy_1617,-10.3,decoy_137,-9.62,decoy_1715.dok,-7.97,decoy_1154,-63.60824203491211,decoy_1902,-8.744,decoy_2183,-10.57,decoy_1604.dok,-7.35,decoy_2105,-9.654,decoy_1154,-64.42414855957031,decoy_1059.dok,-8.41
decoy_1597,-9.278,decoy_1298,-70.64144134521484,decoy_1098.dok,-8.13,decoy_1820,-11.05,decoy_1298,-67.61378479003906,decoy_616,-10.65,decoy_1854,-10.3,decoy_388,-9.62,decoy_189.dok,-7.97,decoy_1298,-75.93746948242188,decoy_1745,-8.743,decoy_1749,-10.57,decoy_483.dok,-7.35,decoy_1852,-9.653,decoy_1298,-69.86642456054688,decoy_832.dok,-8.41
decoy_945,-9.277,decoy_1853,-61.12298583984375,decoy_2192.dok,-8.13,decoy_158,-11.05,decoy_1853,-65.62150573730469,decoy_1771,-10.65,decoy_366,-10.3,decoy_513,-9.62,decoy_868.dok,-7.97,decoy_1853,-68.31522369384766,decoy_1964,-8.742,decoy_2080,-10.57,decoy_1775.dok,-7.35,decoy_1399,-9.652,decoy_1853,-55.636695861816406,decoy_339.dok,-8.41
decoy_1065,-9.276,decoy_861,-61.491302490234375,decoy_505.dok,-8.13,decoy_858,-11.04,decoy_861,-66.58122253417969,decoy_2178,-10.64,decoy_1450,-10.29,decoy_2105,-9.619,decoy_1527.dok,-7.97,decoy_861,-67.58660125732422,decoy_352,-8.74,decoy_1340,-10.57,decoy_1366.dok,-7.35,decoy_523,-9.652,decoy_861,-73.7220230102539,decoy_267.dok,-8.41
decoy_2058,-9.275,decoy_645,-48.90421295166016,decoy_63.dok,-8.13,decoy_554,-11.04,decoy_645,-46.15210723876953,decoy_1194,-10.64,decoy_664,-10.29,decoy_2071,-9.619,decoy_1988.dok,-7.97,decoy_645,-54.45377731323242,decoy_1062,-8.738,decoy_1455,-10.57,decoy_634.dok,-7.34,decoy_1566,-9.652,decoy_645,-48.993412017822266,decoy_340.dok,-8.41
decoy_249,-9.275,decoy_1105,-57.93546676635742,decoy_2135.dok,-8.13,decoy_819,-11.04,decoy_1105,-67.84355926513672,decoy_1131,-10.64,decoy_2130,-10.29,decoy_1672,-9.619,decoy_1166.dok,-7.97,decoy_1105,-62.704219818115234,decoy_2157,-8.738,decoy_705,-10.56,decoy_756.dok,-7.34,decoy_1620,-9.651,decoy_1105,-56.64724349975586,decoy_839.dok,-8.41
decoy_1834,-9.275,decoy_1847,-60.2510986328125,decoy_2427.dok,-8.13,decoy_1147,-11.04,decoy_1847,-55.12364196777344,decoy_2091,-10.64,decoy_1230,-10.28,decoy_350,-9.616,decoy_2488.dok,-7.97,decoy_1847,-55.46230316162109,decoy_1304,-8.734,decoy_1228,-10.56,decoy_1962.dok,-7.34,decoy_896,-9.649,decoy_1847,-55.93854141235352,decoy_886.dok,-8.41
decoy_76,-9.275,decoy_1062,-54.22709274291992,decoy_1100.dok,-8.12,decoy_898,-11.04,decoy_1062,-59.15384292602539,decoy_1816,-10.64,decoy_1239,-10.28,decoy_2426,-9.616,decoy_555.dok,-7.97,decoy_1062,-64.610107421875,decoy_819,-8.734,decoy_1590,-10.56,decoy_1444.dok,-7.34,decoy_114,-9.644,decoy_1062,-61.9624252319336,decoy_704.dok,-8.41
decoy_1887,-9.274,decoy_533,-55.65137481689453,decoy_789.dok,-8.12,decoy_1744,-11.04,decoy_533,-49.7846908569336,decoy_468,-10.64,decoy_230,-10.28,decoy_1448,-9.615,decoy_1054.dok,-7.96,decoy_533,-58.913307189941406,decoy_200,-8.732,decoy_1274,-10.56,decoy_158.dok,-7.34,decoy_2089,-9.64,decoy_533,-58.54803085327149,decoy_458.dok,-8.4
decoy_1742,-9.272,decoy_674,-69.49137878417969,decoy_586.dok,-8.12,decoy_661,-11.04,decoy_674,-58.40054702758789,decoy_1833,-10.64,decoy_162,-10.28,decoy_1179,-9.614,decoy_1670.dok,-7.96,decoy_674,-65.26358795166016,decoy_1676,-8.732,decoy_1044,-10.56,decoy_719.dok,-7.33,decoy_1443,-9.638,decoy_674,-63.66042709350586,decoy_1738.dok,-8.4
decoy_302,-9.27,decoy_418,-48.329620361328125,decoy_854.dok,-8.12,decoy_1372,-11.03,decoy_418,-45.36454391479492,decoy_8,-10.64,decoy_207,-10.28,decoy_1358,-9.614,decoy_723.dok,-7.96,decoy_418,-51.5105094909668,decoy_634,-8.731,decoy_569,-10.56,decoy_622.dok,-7.33,decoy_1067,-9.636,decoy_418,-43.66728210449219,decoy_1825.dok,-8.4
decoy_1039,-9.269,decoy_1160,-59.41407775878906,decoy_1705.dok,-8.12,decoy_408,-11.03,decoy_1160,-53.80688095092773,decoy_1231,-10.64,decoy_2108,-10.28,decoy_1238,-9.613,decoy_730.dok,-7.96,decoy_1160,-65.6915054321289,decoy_239,-8.729,decoy_1569,-10.56,decoy_528.dok,-7.33,decoy_427,-9.633,decoy_1160,-62.56509780883789,decoy_1412.dok,-8.4
decoy_978,-9.268,decoy_1342,-55.3388557434082,decoy_420.dok,-8.12,decoy_450,-11.03,decoy_1342,-57.32188034057617,decoy_1868,-10.64,decoy_1434,-10.28,decoy_907,-9.608,decoy_353.dok,-7.96,decoy_1342,-57.71294021606445,decoy_1346,-8.729,decoy_2054,-10.56,decoy_2104.dok,-7.33,decoy_2375,-9.632,decoy_1342,-50.65424346923828,decoy_1125.dok,-8.4
decoy_2065,-9.268,decoy_550,-71.56236267089844,decoy_533.dok,-8.12,decoy_371,-11.03,decoy_550,-57.755252838134766,decoy_1155,-10.63,decoy_1328,-10.28,decoy_1443,-9.607,decoy_2437.dok,-7.96,decoy_550,-58.404052734375,decoy_544,-8.729,decoy_1774,-10.56,decoy_1274.dok,-7.33,decoy_1986,-9.629,decoy_550,-62.46152877807617,decoy_2409.dok,-8.4
decoy_893,-9.267,decoy_2181,-59.32846832275391,decoy_1317.dok,-8.12,decoy_2099,-11.03,decoy_2181,-57.87049865722656,decoy_2205,-10.63,decoy_14,-10.28,decoy_1458,-9.607,decoy_2178.dok,-7.96,decoy_2181,-57.99971771240234,decoy_1458,-8.728,decoy_1362,-10.56,decoy_936.dok,-7.33,decoy_1544,-9.628,decoy_2181,-54.907527923583984,decoy_892.dok,-8.39
decoy_1542,-9.267,decoy_2140,-81.56314086914062,decoy_1145.dok,-8.12,decoy_753,-11.03,decoy_2140,-68.69285583496094,decoy_695,-10.63,decoy_1767,-10.28,decoy_2460,-9.606,decoy_2030.dok,-7.96,decoy_2140,-61.76421356201172,decoy_2122,-8.725,decoy_723,-10.56,decoy_523.dok,-7.33,decoy_1876,-9.625,decoy_2140,-71.56779479980469,decoy_1828.dok,-8.39
decoy_1269,-9.266,decoy_885,-102.16719818115234,decoy_897.dok,-8.12,decoy_453,-11.03,decoy_885,-87.45191955566406,decoy_958,-10.63,decoy_668,-10.28,decoy_1484,-9.603,decoy_1089.dok,-7.95,decoy_885,-80.36843872070312,decoy_854,-8.725,decoy_2190,-10.56,decoy_2164.dok,-7.33,decoy_678,-9.624,decoy_885,-77.99713134765625,decoy_1634.dok,-8.39
decoy_2032,-9.266,decoy_2175,-55.95092010498047,decoy_2212.dok,-8.12,decoy_2111,-11.03,decoy_2175,-54.24772262573242,decoy_624,-10.63,decoy_583,-10.27,decoy_2174,-9.603,decoy_74.dok,-7.95,decoy_2175,-52.92878341674805,decoy_139,-8.725,decoy_1902,-10.56,decoy_1324.dok,-7.33,decoy_1514,-9.624,decoy_2175,-50.060150146484375,decoy_1314.dok,-8.39
decoy_1708,-9.266,decoy_1505,-57.45053482055664,decoy_1836.dok,-8.11,decoy_1948,-11.03,decoy_1505,-51.56239700317383,decoy_1491,-10.63,decoy_1970,-10.27,decoy_741,-9.602,decoy_37.dok,-7.95,decoy_1505,-66.98031616210938,decoy_298,-8.724,decoy_2229,-10.56,decoy_165.dok,-7.32,decoy_1859,-9.623,decoy_1505,-55.32481384277344,decoy_2450.dok,-8.39
decoy_880,-9.265,decoy_1439,-61.0479736328125,decoy_1463.dok,-8.11,decoy_1988,-11.03,decoy_1439,-59.99839019775391,decoy_1181,-10.63,decoy_625,-10.27,decoy_468,-9.602,decoy_1397.dok,-7.95,decoy_1439,-51.78055191040039,decoy_2199,-8.724,decoy_555,-10.55,decoy_1461.dok,-7.32,decoy_1606,-9.622,decoy_1439,-56.419559478759766,decoy_1931.dok,-8.39
decoy_1416,-9.263,decoy_2372,-64.93444061279297,decoy_1983.dok,-8.11,decoy_1196,-11.03,decoy_2372,-76.09400177001953,decoy_2059,-10.62,decoy_2015,-10.27,decoy_559,-9.599,decoy_1411.dok,-7.95,decoy_2372,-84.1576919555664,decoy_322,-8.722,decoy_416,-10.55,decoy_2302.dok,-7.32,decoy_1533,-9.621,decoy_2372,-73.47445678710938,decoy_63.dok,-8.39
decoy_2147,-9.261,decoy_718,-56.68008804321289,decoy_85.dok,-8.11,decoy_1329,-11.03,decoy_718,-52.30523300170898,decoy_2074,-10.62,decoy_353,-10.27,decoy_764,-9.598,decoy_1802.dok,-7.95,decoy_718,-60.998294830322266,decoy_2400,-8.721,decoy_2398,-10.55,decoy_838.dok,-7.32,decoy_1708,-9.621,decoy_718,-45.94145202636719,decoy_1957.dok,-8.39
decoy_146,-9.261,decoy_1558,-58.628326416015625,decoy_884.dok,-8.11,decoy_2028,-11.03,decoy_1558,-52.452667236328125,decoy_1565,-10.62,decoy_382,-10.27,decoy_618,-9.597,decoy_41.dok,-7.95,decoy_1558,-67.21703338623047,decoy_157,-8.72,decoy_2254,-10.55,decoy_290.dok,-7.31,decoy_1331,-9.618,decoy_1558,-54.38932800292969,decoy_82.dok,-8.38
